,Temperature.air@OLYM_LaCrosse,Temperature.air@OLYM_LaCrosse,Temperature.air@OLYM_LaCrosse,Temperature.air@OLYM_LaCrosse
09/10/2014 01:01:55,6.458,,,1
09/10/2014 02:01:55,6.281,,,1
09/10/2014 03:01:55,6.153,,,1
09/10/2014 04:01:55,5.616,,,1
09/10/2014 05:01:55,5.796,,,1
09/10/2014 06:01:55,6.255,,,1
09/10/2014 07:01:55,6.179,,,1
09/10/2014 08:01:55,7.242,,,1
09/10/2014 09:01:55,8.02,,,1
09/10/2014 10:01:55,9.386,,,1
09/10/2014 11:01:55,14.146,,,1
09/10/2014 12:01:55,10.858,,,1
09/10/2014 13:01:55,11.929,,,1
09/10/2014 14:01:55,11.589,,,1
09/10/2014 15:01:55,11.321,,,1
09/10/2014 16:01:55,12.34,,,1
09/10/2014 17:01:55,11.929,,,1
09/10/2014 18:01:55,11.419,,,1
09/10/2014 19:01:55,10.1,,,1
09/10/2014 20:01:55,7.92,,,1
09/10/2014 21:01:55,6.128,,,1
09/10/2014 22:01:55,5.024,,,1
09/10/2014 23:01:55,4.454,,,1
09/11/2014 00:01:55,6.611,,,1
09/11/2014 01:01:55,7.091,,,1
09/11/2014 02:01:55,4.973,,,1
09/11/2014 03:01:55,5.231,,,1
09/11/2014 04:01:55,5.847,,,1
09/11/2014 05:01:55,5.975,,,1
09/11/2014 06:01:55,4.999,,,1
09/11/2014 07:01:55,4.037,,,1
09/11/2014 08:01:55,5.102,,,1
09/11/2014 09:01:55,6.306,,,1
09/11/2014 10:01:55,8.344,,,1
09/11/2014 11:01:55,10.001,,,1
09/11/2014 12:01:55,10.394,,,1
09/11/2014 13:01:55,11.37,,,1
09/11/2014 14:01:55,12.534,,,1
09/11/2014 15:01:55,14.29,,,1
09/11/2014 16:01:55,12.147,,,1
09/11/2014 17:01:55,11.248,,,1
09/11/2014 18:01:55,9.509,,,1
09/11/2014 19:01:55,8.717,,,1
09/11/2014 20:01:55,8.12,,,1
09/11/2014 21:01:55,6.889,,,1
09/11/2014 22:01:55,6.153,,,1
09/11/2014 23:01:55,6,,,1
09/12/2014 00:01:55,7.945,,,1
09/12/2014 01:01:55,7.77,,,1
09/12/2014 02:01:55,6.204,,,1
09/12/2014 03:01:55,5.872,,,1
09/12/2014 04:01:55,5.591,,,1
09/12/2014 05:01:55,8.07,,,1
09/12/2014 06:01:55,8.12,,,1
09/12/2014 07:01:55,5.949,,,1
09/12/2014 08:01:55,5.462,,,1
09/12/2014 09:01:55,7.419,,,1
09/12/2014 10:01:55,11.637,,,1
09/12/2014 11:01:55,13.161,,,1
09/12/2014 12:01:55,14.05,,,1
09/12/2014 13:01:55,15.772,,,1
09/12/2014 14:01:55,17.058,,,1
09/12/2014 15:01:55,17.748,,,1
09/12/2014 16:01:55,16.677,,,1
09/12/2014 17:01:55,15.891,,,1
09/12/2014 18:01:55,13.978,,,1
09/12/2014 19:01:55,11.175,,,1
09/12/2014 20:01:55,9.41,,,1
09/12/2014 21:01:55,12.364,,,1
09/12/2014 22:01:55,11.759,,,1
09/12/2014 23:01:55,12.558,,,1
09/13/2014 00:01:55,9.336,,,1
09/13/2014 01:01:55,8.07,,,1
09/13/2014 02:01:55,9.435,,,1
09/13/2014 03:01:55,9.558,,,1
09/13/2014 04:01:55,8.319,,,1
09/13/2014 05:01:55,7.544,,,1
09/13/2014 06:01:55,7.393,,,1
09/13/2014 07:01:55,8.319,,,1
09/13/2014 08:01:55,7.895,,,1
09/13/2014 09:01:55,8.965,,,1
09/13/2014 10:01:55,13.497,,,1
09/13/2014 11:01:55,15.223,,,1
09/13/2014 12:01:55,16.296,,,1
09/13/2014 13:01:55,16.82,,,1
09/13/2014 14:01:55,17.748,,,1
09/13/2014 15:01:55,18.129,,,1
09/13/2014 16:01:55,17.962,,,1
09/13/2014 17:01:55,16.725,,,1
09/13/2014 18:01:55,14.601,,,1
09/13/2014 19:01:55,11.953,,,1
09/13/2014 20:01:55,10.394,,,1
09/13/2014 21:01:55,9.952,,,1
09/13/2014 22:01:55,9.657,,,1
09/13/2014 23:01:55,9.632,,,1
09/14/2014 00:01:55,9.903,,,1
09/14/2014 01:01:55,9.213,,,1
09/14/2014 02:01:55,9.064,,,1
09/14/2014 03:01:55,8.444,,,1
09/14/2014 04:01:55,7.995,,,1
09/14/2014 05:01:55,8.668,,,1
09/14/2014 06:01:55,9.163,,,1
09/14/2014 07:01:55,8.519,,,1
09/14/2014 08:01:55,7.945,,,1
09/14/2014 09:01:55,10.296,,,1
09/14/2014 10:01:55,15.318,,,1
09/14/2014 11:01:55,16.749,,,1
09/14/2014 12:01:55,17.629,,,1
09/14/2014 13:01:55,18.176,,,1
09/14/2014 14:01:55,19.056,,,1
09/14/2014 15:01:55,19.627,,,1
09/14/2014 16:01:55,19.817,,,1
09/14/2014 17:01:55,18.652,,,1
09/14/2014 18:01:55,16.082,,,1
09/14/2014 19:01:55,13.738,,,1
09/14/2014 20:01:55,12.485,,,1
09/14/2014 21:01:55,11.467,,,1
09/14/2014 22:01:55,11.734,,,1
09/14/2014 23:01:55,11.662,,,1
09/15/2014 00:01:55,11.953,,,1
09/15/2014 01:01:55,11.346,,,1
09/15/2014 02:01:55,11.589,,,1
09/15/2014 03:01:55,11.321,,,1
09/15/2014 04:01:55,11.734,,,1
09/15/2014 05:01:55,10.858,,,1
09/15/2014 06:01:55,10.81,,,1
09/15/2014 07:01:55,10.492,,,1
09/15/2014 08:01:55,11.029,,,1
09/15/2014 09:01:55,12.437,,,1
09/15/2014 10:01:55,16.129,,,1
09/15/2014 11:01:55,19.888,,,1
09/15/2014 12:01:55,20.603,,,1
09/15/2014 13:01:55,21.485,,,1
09/15/2014 14:01:55,21.987,,,1
09/15/2014 15:01:55,22.513,,,1
09/15/2014 16:01:55,22.417,,,1
09/15/2014 17:01:55,21.199,,,1
09/15/2014 18:01:55,19.722,,,1
09/15/2014 19:01:55,16.129,,,1
09/15/2014 20:01:55,15.652,,,1
09/15/2014 21:01:55,13.618,,,1
09/15/2014 22:01:55,13.257,,,1
09/15/2014 23:01:55,14.936,,,1
09/16/2014 00:01:55,14.96,,,1
09/16/2014 01:01:55,14.649,,,1
09/16/2014 02:01:55,13.93,,,1
09/16/2014 03:01:55,14.218,,,1
09/16/2014 04:01:55,14.385,,,1
09/16/2014 05:01:55,13.786,,,1
09/16/2014 06:01:55,13.449,,,1
09/16/2014 07:01:55,14.912,,,1
09/16/2014 08:01:55,14.984,,,1
09/16/2014 09:01:55,15.223,,,1
09/16/2014 10:01:55,16.749,,,1
09/16/2014 11:01:55,17.938,,,1
09/16/2014 12:01:55,18.842,,,1
09/16/2014 13:01:55,19.413,,,1
09/16/2014 14:01:55,19.436,,,1
09/16/2014 15:01:55,18.937,,,1
09/16/2014 16:01:55,18.105,,,1
09/16/2014 17:01:55,16.558,,,1
09/16/2014 18:01:55,15.366,,,1
09/16/2014 19:01:55,13.762,,,1
09/16/2014 20:01:55,12.509,,,1
09/16/2014 21:01:55,12.654,,,1
09/16/2014 22:01:55,12.582,,,1
09/16/2014 23:01:55,11.977,,,1
09/17/2014 00:01:55,11.443,,,1
09/17/2014 01:01:55,11.492,,,1
09/17/2014 02:01:55,11.856,,,1
09/17/2014 03:01:55,10.736,,,1
09/17/2014 04:01:55,11.686,,,1
09/17/2014 05:01:55,11.443,,,1
09/17/2014 06:01:55,10.98,,,1
09/17/2014 07:01:55,10.907,,,1
09/17/2014 08:01:55,11.613,,,1
09/17/2014 09:01:55,13.353,,,1
09/17/2014 10:01:55,13.377,,,1
09/17/2014 11:01:55,12.799,,,1
09/17/2014 12:01:55,14.649,,,1
09/17/2014 13:01:55,15.079,,,1
09/17/2014 14:01:55,15.031,,,1
09/17/2014 15:01:55,15.055,,,1
09/17/2014 16:01:55,14.577,,,1
09/17/2014 17:01:55,13.353,,,1
09/17/2014 18:01:55,12.292,,,1
09/17/2014 19:01:55,11.759,,,1
09/17/2014 20:01:55,10.81,,,1
09/17/2014 21:01:55,10.59,,,1
09/17/2014 22:01:55,10.687,,,1
09/17/2014 23:01:55,10.345,,,1
09/18/2014 00:01:55,10.296,,,1
09/18/2014 01:01:55,9.657,,,1
09/18/2014 02:01:55,9.386,,,1
09/18/2014 03:01:55,9.04,,,1
09/18/2014 04:01:55,8.891,,,1
09/18/2014 05:01:55,8.419,,,1
09/18/2014 06:01:55,8.543,,,1
09/18/2014 07:01:55,8.568,,,1
09/18/2014 08:01:55,8.593,,,1
09/18/2014 09:01:55,8.916,,,1
09/18/2014 10:01:55,8.916,,,1
09/18/2014 11:01:55,9.139,,,1
09/18/2014 12:01:55,10.687,,,1
09/18/2014 13:01:55,10.124,,,1
09/18/2014 14:01:55,9.756,,,1
09/18/2014 15:01:55,9.706,,,1
09/18/2014 16:01:55,9.608,,,1
09/18/2014 17:01:55,9.361,,,1
09/18/2014 18:01:55,9.139,,,1
09/18/2014 19:01:55,9.064,,,1
09/18/2014 20:01:55,8.965,,,1
09/18/2014 21:01:55,8.965,,,1
09/18/2014 22:01:55,9.04,,,1
09/18/2014 23:01:55,9.089,,,1
09/19/2014 00:01:55,8.866,,,1
09/19/2014 01:01:55,8.519,,,1
09/19/2014 02:01:55,8.045,,,1
09/19/2014 03:01:55,7.77,,,1
09/19/2014 04:01:55,7.67,,,1
09/19/2014 05:01:55,7.594,,,1
09/19/2014 06:01:55,7.845,,,1
09/19/2014 07:01:55,8.12,,,1
09/19/2014 08:01:55,8.693,,,1
09/19/2014 09:01:55,8.717,,,1
09/19/2014 10:01:55,10.1,,,1
09/19/2014 11:01:55,10.907,,,1
09/19/2014 12:01:55,11.102,,,1
09/19/2014 13:01:55,11.516,,,1
09/19/2014 14:01:55,12.05,,,1
09/19/2014 15:01:55,11.637,,,1
09/19/2014 16:01:55,12.461,,,1
09/19/2014 17:01:55,11.419,,,1
09/19/2014 18:01:55,11.394,,,1
09/19/2014 19:01:55,10.663,,,1
09/19/2014 20:01:55,10.443,,,1
09/19/2014 21:01:55,10.443,,,1
09/19/2014 22:01:55,10.051,,,1
09/19/2014 23:01:55,9.657,,,1
09/20/2014 00:01:55,9.114,,,1
09/20/2014 01:01:55,8.369,,,1
09/20/2014 02:01:55,6.585,,,1
09/20/2014 03:01:55,8.07,,,1
09/20/2014 04:01:55,8.245,,,1
09/20/2014 05:01:55,8.643,,,1
09/20/2014 06:01:55,8.668,,,1
09/20/2014 07:01:55,8.618,,,1
09/20/2014 08:01:55,9.731,,,1
09/20/2014 09:01:55,12.098,,,1
09/20/2014 10:01:55,15.676,,,1
09/20/2014 11:01:55,17.867,,,1
09/20/2014 12:01:55,18.343,,,1
09/20/2014 13:01:55,18.723,,,1
09/20/2014 14:01:55,18.723,,,1
09/20/2014 15:01:55,19.365,,,1
09/20/2014 16:01:55,19.413,,,1
09/20/2014 17:01:55,18.818,,,1
09/20/2014 18:01:55,16.654,,,1
09/20/2014 19:01:55,14.864,,,1
09/20/2014 20:01:55,15.318,,,1
09/20/2014 21:01:55,16.487,,,1
09/20/2014 22:01:55,15.581,,,1
09/20/2014 23:01:55,15.605,,,1
09/21/2014 00:01:55,12.727,,,1
09/21/2014 01:01:55,12.678,,,1
09/21/2014 02:01:55,13.353,,,1
09/21/2014 03:01:55,13.69,,,1
09/21/2014 04:01:55,14.337,,,1
09/21/2014 05:01:55,14.577,,,1
09/21/2014 06:01:55,14.673,,,1
09/21/2014 07:01:55,15.223,,,1
09/21/2014 08:01:55,16.368,,,1
09/21/2014 09:01:55,15.772,,,1
09/21/2014 10:01:55,18.152,,,1
09/21/2014 11:01:55,19.651,,,1
09/21/2014 12:01:55,20.436,,,1
09/21/2014 13:01:55,21.342,,,1
09/21/2014 14:01:55,21.628,,,1
09/21/2014 15:01:55,21.485,,,1
09/21/2014 16:01:55,20.722,,,1
09/21/2014 17:01:55,19.508,,,1
09/21/2014 18:01:55,17.677,,,1
09/21/2014 19:01:55,15.031,,,1
09/21/2014 20:01:55,14.122,,,1
09/21/2014 21:01:55,14.745,,,1
09/21/2014 22:01:55,14.002,,,1
09/21/2014 23:01:55,13.449,,,1
09/22/2014 00:01:55,12.534,,,1
09/22/2014 01:01:55,12.799,,,1
09/22/2014 02:01:55,11.686,,,1
09/22/2014 03:01:55,11.71,,,1
09/22/2014 04:01:55,11.589,,,1
09/22/2014 05:01:55,11.394,,,1
09/22/2014 06:01:55,11.175,,,1
09/22/2014 07:01:55,11.807,,,1
09/22/2014 08:01:55,9.731,,,1
09/22/2014 09:01:55,9.534,,,1
09/22/2014 10:01:55,9.46,,,1
09/22/2014 11:01:55,12.364,,,1
09/22/2014 12:01:55,11.565,,,1
09/22/2014 13:01:55,14.433,,,1
09/22/2014 14:01:55,15.079,,,1
09/22/2014 15:01:55,12.195,,,1
09/22/2014 16:01:55,13.257,,,1
09/22/2014 17:01:55,12.775,,,1
09/22/2014 18:01:55,11.346,,,1
09/22/2014 19:01:55,10.198,,,1
09/22/2014 20:01:55,9.682,,,1
09/22/2014 21:01:55,9.509,,,1
09/22/2014 22:01:55,9.534,,,1
09/22/2014 23:01:55,9.435,,,1
09/23/2014 00:01:55,9.287,,,1
09/23/2014 01:01:55,8.717,,,1
09/23/2014 02:01:55,9.485,,,1
09/23/2014 03:01:55,9.262,,,1
09/23/2014 04:01:55,9.534,,,1
09/23/2014 05:01:55,9.854,,,1
09/23/2014 06:01:55,9.608,,,1
09/23/2014 07:01:55,9.163,,,1
09/23/2014 08:01:55,8.568,,,1
09/23/2014 09:01:55,7.995,,,1
09/23/2014 10:01:55,9.706,,,1
09/23/2014 11:01:55,10.051,,,1
09/23/2014 12:01:55,9.805,,,1
09/23/2014 13:01:55,9.139,,,1
09/23/2014 14:01:55,8.668,,,1
09/23/2014 15:01:55,8.17,,,1
09/23/2014 16:01:55,7.67,,,1
09/23/2014 17:01:55,7.318,,,1
09/23/2014 18:01:55,7.242,,,1
09/23/2014 19:01:55,7.368,,,1
09/23/2014 20:01:55,8.095,,,1
09/23/2014 21:01:55,8.693,,,1
09/23/2014 22:01:55,7.87,,,1
09/23/2014 23:01:55,8.494,,,1
09/24/2014 00:01:55,10.1,,,1
09/24/2014 01:01:55,9.805,,,1
09/24/2014 02:01:55,8.519,,,1
09/24/2014 03:01:55,8.12,,,1
09/24/2014 04:01:55,8.245,,,1
09/24/2014 05:01:55,8.145,,,1
09/24/2014 06:01:55,7.945,,,1
09/24/2014 07:01:55,7.619,,,1
09/24/2014 08:01:55,7.444,,,1
09/24/2014 09:01:55,6.509,,,1
09/24/2014 10:01:55,6.484,,,1
09/24/2014 11:01:55,6.914,,,1
09/24/2014 12:01:55,6.914,,,1
09/24/2014 13:01:55,6.889,,,1
09/24/2014 14:01:55,7.519,,,1
09/24/2014 15:01:55,7.67,,,1
09/24/2014 16:01:55,7.67,,,1
09/24/2014 17:01:55,7.619,,,1
09/24/2014 18:01:55,7.519,,,1
09/24/2014 19:01:55,7.217,,,1
09/24/2014 20:01:55,6.99,,,1
09/24/2014 21:01:55,6.509,,,1
09/24/2014 22:01:55,6.281,,,1
09/24/2014 23:01:55,6.661,,,1
09/25/2014 00:01:55,6.458,,,1
09/25/2014 01:01:55,6.382,,,1
09/25/2014 02:01:55,6.484,,,1
09/25/2014 03:01:55,6.281,,,1
09/25/2014 04:01:55,6.179,,,1
09/25/2014 05:01:55,6,,,1
09/25/2014 06:01:55,5.821,,,1
09/25/2014 07:01:55,5.719,,,1
09/25/2014 08:01:55,5.796,,,1
09/25/2014 09:01:55,6.306,,,1
09/25/2014 10:01:55,6.611,,,1
09/25/2014 11:01:55,6.889,,,1
09/25/2014 12:01:55,8.444,,,1
09/25/2014 13:01:55,8.866,,,1
09/25/2014 14:01:55,8.369,,,1
09/25/2014 15:01:55,7.419,,,1
09/25/2014 16:01:55,6.889,,,1
09/25/2014 17:01:55,6.56,,,1
09/25/2014 18:01:55,5.693,,,1
09/25/2014 19:01:55,5.642,,,1
09/25/2014 20:01:55,5.949,,,1
09/25/2014 21:01:55,6.179,,,1
09/25/2014 22:01:55,5.796,,,1
09/25/2014 23:01:55,5.77,,,1
09/26/2014 00:01:55,6.204,,,1
09/26/2014 01:01:55,6.458,,,1
09/26/2014 02:01:55,6.509,,,1
09/26/2014 03:01:55,6.128,,,1
09/26/2014 04:01:55,6.357,,,1
09/26/2014 05:01:55,6.535,,,1
09/26/2014 06:01:55,6.509,,,1
09/26/2014 07:01:55,6.509,,,1
09/26/2014 08:01:55,6.687,,,1
09/26/2014 09:01:55,6.94,,,1
09/26/2014 10:01:55,7.268,,,1
09/26/2014 11:01:55,7.645,,,1
09/26/2014 12:01:55,8.295,,,1
09/26/2014 13:01:55,8.195,,,1
09/26/2014 14:01:55,7.87,,,1
09/26/2014 15:01:55,7.77,,,1
09/26/2014 16:01:55,7.544,,,1
09/26/2014 17:01:55,7.594,,,1
09/26/2014 18:01:55,7.066,,,1
09/26/2014 19:01:55,6.737,,,1
09/26/2014 20:01:55,6.306,,,1
09/26/2014 21:01:55,5.05,,,1
09/26/2014 22:01:55,4.844,,,1
09/26/2014 23:01:55,4.48,,,1
09/27/2014 00:01:55,5.128,,,1
09/27/2014 01:01:55,4.818,,,1
09/27/2014 02:01:55,4.35,,,1
09/27/2014 03:01:55,4.22,,,1
09/27/2014 04:01:55,4.714,,,1
09/27/2014 05:01:55,4.168,,,1
09/27/2014 06:01:55,3.354,,,1
09/27/2014 07:01:55,3.301,,,1
09/27/2014 08:01:55,3.985,,,1
09/27/2014 09:01:55,5.205,,,1
09/27/2014 10:01:55,7.268,,,1
09/27/2014 11:01:55,9.756,,,1
09/27/2014 12:01:55,11.492,,,1
09/27/2014 13:01:55,11.807,,,1
09/27/2014 14:01:55,11.516,,,1
09/27/2014 15:01:55,11.321,,,1
09/27/2014 16:01:55,12.219,,,1
09/27/2014 17:01:55,11.224,,,1
09/27/2014 18:01:55,10.541,,,1
09/27/2014 19:01:55,9.139,,,1
09/27/2014 20:01:55,8.444,,,1
09/27/2014 21:01:55,7.242,,,1
09/27/2014 22:01:55,6.914,,,1
09/27/2014 23:01:55,7.268,,,1
09/28/2014 00:01:55,7.67,,,1
09/28/2014 01:01:55,7.72,,,1
09/28/2014 02:01:55,8.469,,,1
09/28/2014 03:01:55,8.469,,,1
09/28/2014 04:01:55,8.319,,,1
09/28/2014 05:01:55,8.319,,,1
09/28/2014 06:01:55,8.145,,,1
09/28/2014 07:01:55,8.195,,,1
09/28/2014 08:01:55,7.895,,,1
09/28/2014 09:01:55,8.767,,,1
09/28/2014 10:01:55,12.268,,,1
09/28/2014 11:01:55,14.05,,,1
09/28/2014 12:01:55,15.199,,,1
09/28/2014 13:01:55,14.745,,,1
09/28/2014 14:01:55,14.816,,,1
09/28/2014 15:01:55,14.816,,,1
09/28/2014 16:01:55,14.96,,,1
09/28/2014 17:01:55,14.002,,,1
09/28/2014 18:01:55,12.654,,,1
09/28/2014 19:01:55,11.029,,,1
09/28/2014 20:01:55,9.435,,,1
09/28/2014 21:01:55,8.891,,,1
09/28/2014 22:01:55,9.583,,,1
09/28/2014 23:01:55,9.114,,,1
09/29/2014 00:01:55,9.534,,,1
09/29/2014 01:01:55,9.064,,,1
09/29/2014 02:01:55,10.026,,,1
09/29/2014 03:01:55,8.767,,,1
09/29/2014 04:01:55,9.805,,,1
09/29/2014 05:01:55,10.001,,,1
09/29/2014 06:01:55,9.287,,,1
09/29/2014 07:01:55,9.657,,,1
09/29/2014 08:01:55,8.618,,,1
09/29/2014 09:01:55,8.841,,,1
09/29/2014 10:01:55,9.114,,,1
09/29/2014 11:01:55,8.543,,,1
09/29/2014 12:01:55,8.245,,,1
09/29/2014 13:01:55,8.369,,,1
09/29/2014 14:01:55,8.394,,,1
09/29/2014 15:01:55,8.916,,,1
09/29/2014 16:01:55,8.469,,,1
09/29/2014 17:01:55,7.619,,,1
09/29/2014 18:01:55,6.965,,,1
09/29/2014 19:01:55,5.591,,,1
09/29/2014 20:01:55,5.128,,,1
09/29/2014 21:01:55,4.688,,,1
09/29/2014 22:01:55,4.35,,,1
09/29/2014 23:01:55,4.246,,,1
09/30/2014 00:01:55,4.272,,,1
09/30/2014 01:01:55,4.115,,,1
09/30/2014 02:01:55,3.801,,,1
09/30/2014 03:01:55,3.775,,,1
09/30/2014 04:01:55,3.617,,,1
09/30/2014 05:01:55,3.854,,,1
09/30/2014 06:01:55,3.958,,,1
09/30/2014 07:01:55,3.775,,,1
09/30/2014 08:01:55,4.194,,,1
09/30/2014 09:01:55,4.662,,,1
09/30/2014 10:01:55,5.024,,,1
09/30/2014 11:01:55,4.895,,,1
09/30/2014 12:01:55,5.565,,,1
09/30/2014 13:01:55,5.924,,,1
09/30/2014 14:01:55,6.382,,,1
09/30/2014 15:01:55,5.591,,,1
09/30/2014 16:01:55,6.484,,,1
09/30/2014 17:01:55,5.642,,,1
09/30/2014 18:01:55,5.334,,,1
09/30/2014 19:01:55,5.024,,,1
09/30/2014 20:01:55,4.947,,,1
09/30/2014 21:01:55,4.688,,,1
09/30/2014 22:01:55,4.662,,,1
09/30/2014 23:01:55,4.324,,,1
10/01/2014 00:01:55,2.877,,,1
10/01/2014 01:01:55,3.195,,,1
10/01/2014 02:01:55,2.021,,,1
10/01/2014 03:01:55,1.805,,,1
10/01/2014 04:01:55,1.534,,,1
10/01/2014 05:01:55,1.913,,,1
10/01/2014 06:01:55,1.778,,,1
10/01/2014 07:01:55,2.396,,,1
10/01/2014 08:01:55,1.967,,,1
10/01/2014 09:01:55,3.643,,,1
10/01/2014 10:01:55,5.102,,,1
10/01/2014 11:01:55,5.898,,,1
10/01/2014 12:01:55,6.281,,,1
10/01/2014 13:01:55,6.712,,,1
10/01/2014 14:01:55,7.419,,,1
10/01/2014 15:01:55,7.895,,,1
10/01/2014 16:01:55,8.245,,,1
10/01/2014 17:01:55,7.343,,,1
10/01/2014 18:01:55,6.179,,,1
10/01/2014 19:01:55,5.05,,,1
10/01/2014 20:01:55,4.766,,,1
10/01/2014 21:01:55,4.298,,,1
10/01/2014 22:01:55,4.063,,,1
10/01/2014 23:01:55,3.564,,,1
10/02/2014 00:01:55,4.246,,,1
10/02/2014 01:01:55,4.454,,,1
10/02/2014 02:01:55,3.459,,,1
10/02/2014 03:01:55,3.327,,,1
10/02/2014 04:01:55,1.994,,,1
10/02/2014 05:01:55,2.316,,,1
10/02/2014 06:01:55,2.289,,,1
10/02/2014 07:01:55,1.886,,,1
10/02/2014 08:01:55,1.805,,,1
10/02/2014 09:01:55,3.301,,,1
10/02/2014 10:01:55,5.514,,,1
10/02/2014 11:01:55,6.99,,,1
10/02/2014 12:01:55,9.336,,,1
10/02/2014 13:01:55,9.336,,,1
10/02/2014 14:01:55,8.99,,,1
10/02/2014 15:01:55,9.706,,,1
10/02/2014 16:01:55,9.46,,,1
10/02/2014 17:01:55,8.99,,,1
10/02/2014 18:01:55,7.72,,,1
10/02/2014 19:01:55,6.788,,,1
10/02/2014 20:01:55,6.255,,,1
10/02/2014 21:01:55,6.204,,,1
10/02/2014 22:01:55,6.382,,,1
10/02/2014 23:01:55,6.281,,,1
10/03/2014 00:01:55,5.821,,,1
10/03/2014 01:01:55,6.23,,,1
10/03/2014 02:01:55,6.687,,,1
10/03/2014 03:01:55,8.12,,,1
10/03/2014 04:01:55,8.543,,,1
10/03/2014 05:01:55,7.845,,,1
10/03/2014 06:01:55,8.27,,,1
10/03/2014 07:01:55,8.02,,,1
10/03/2014 08:01:55,8.494,,,1
10/03/2014 09:01:55,9.632,,,1
10/03/2014 10:01:55,13.449,,,1
10/03/2014 11:01:55,14.146,,,1
10/03/2014 12:01:55,15.27,,,1
10/03/2014 13:01:55,16.129,,,1
10/03/2014 14:01:55,16.915,,,1
10/03/2014 15:01:55,16.63,,,1
10/03/2014 16:01:55,15.891,,,1
10/03/2014 17:01:55,15.533,,,1
10/03/2014 18:01:55,14.529,,,1
10/03/2014 19:01:55,13.353,,,1
10/03/2014 20:01:55,13.016,,,1
10/03/2014 21:01:55,13.257,,,1
10/03/2014 22:01:55,13.546,,,1
10/03/2014 23:01:55,12.703,,,1
10/04/2014 00:01:55,11.953,,,1
10/04/2014 01:01:55,12.896,,,1
10/04/2014 02:01:55,12.63,,,1
10/04/2014 03:01:55,12.727,,,1
10/04/2014 04:01:55,12.509,,,1
10/04/2014 05:01:55,11.734,,,1
10/04/2014 06:01:55,12.001,,,1
10/04/2014 07:01:55,11.637,,,1
10/04/2014 08:01:55,13.064,,,1
10/04/2014 09:01:55,13.786,,,1
10/04/2014 10:01:55,15.079,,,1
10/04/2014 11:01:55,14.529,,,1
10/04/2014 12:01:55,14.768,,,1
10/04/2014 13:01:55,15.127,,,1
10/04/2014 14:01:55,14.218,,,1
10/04/2014 15:01:55,15.103,,,1
10/04/2014 16:01:55,15.151,,,1
10/04/2014 17:01:55,16.082,,,1
10/04/2014 18:01:55,13.594,,,1
10/04/2014 19:01:55,12.001,,,1
10/04/2014 20:01:55,11.953,,,1
10/04/2014 21:01:55,12.871,,,1
10/04/2014 22:01:55,13.281,,,1
10/04/2014 23:01:55,12.025,,,1
10/05/2014 00:01:55,11.078,,,1
10/05/2014 01:01:55,10.932,,,1
10/05/2014 02:01:55,10.907,,,1
10/05/2014 03:01:55,9.336,,,1
10/05/2014 04:01:55,9.188,,,1
10/05/2014 05:01:55,9.287,,,1
10/05/2014 06:01:55,9.41,,,1
10/05/2014 07:01:55,9.163,,,1
10/05/2014 08:01:55,9.657,,,1
10/05/2014 09:01:55,10.785,,,1
10/05/2014 10:01:55,14.481,,,1
10/05/2014 11:01:55,14.625,,,1
10/05/2014 12:01:55,16.915,,,1
10/05/2014 13:01:55,16.725,,,1
10/05/2014 14:01:55,15.438,,,1
10/05/2014 15:01:55,16.439,,,1
10/05/2014 16:01:55,18.01,,,1
10/05/2014 17:01:55,17.034,,,1
10/05/2014 18:01:55,14.888,,,1
10/05/2014 19:01:55,13.762,,,1
10/05/2014 20:01:55,12.389,,,1
10/05/2014 21:01:55,13.401,,,1
10/05/2014 22:01:55,15.796,,,1
10/05/2014 23:01:55,13.088,,,1
10/06/2014 00:01:55,13.497,,,1
10/06/2014 01:01:55,12.268,,,1
10/06/2014 02:01:55,12.219,,,1
10/06/2014 03:01:55,12.461,,,1
10/06/2014 04:01:55,12.122,,,1
10/06/2014 05:01:55,11.273,,,1
10/06/2014 06:01:55,11.175,,,1
10/06/2014 07:01:55,12.001,,,1
10/06/2014 08:01:55,12.292,,,1
10/06/2014 09:01:55,13.088,,,1
10/06/2014 10:01:55,15.843,,,1
10/06/2014 11:01:55,17.082,,,1
10/06/2014 12:01:55,18.747,,,1
10/06/2014 13:01:55,18.58,,,1
10/06/2014 14:01:55,18.057,,,1
10/06/2014 15:01:55,16.796,,,1
10/06/2014 16:01:55,17.082,,,1
10/06/2014 17:01:55,15.915,,,1
10/06/2014 18:01:55,15.175,,,1
10/06/2014 19:01:55,14.625,,,1
10/06/2014 20:01:55,13.714,,,1
10/06/2014 21:01:55,13.209,,,1
10/06/2014 22:01:55,12.413,,,1
10/06/2014 23:01:55,12.243,,,1
10/07/2014 00:01:55,12.025,,,1
10/07/2014 01:01:55,12.05,,,1
10/07/2014 02:01:55,12.558,,,1
10/07/2014 03:01:55,12.147,,,1
10/07/2014 04:01:55,11.904,,,1
10/07/2014 05:01:55,11.151,,,1
10/07/2014 06:01:55,10.883,,,1
10/07/2014 07:01:55,11.273,,,1
10/07/2014 08:01:55,11.078,,,1
10/07/2014 09:01:55,12.461,,,1
10/07/2014 10:01:55,14.409,,,1
10/07/2014 11:01:55,15.485,,,1
10/07/2014 12:01:55,16.987,,,1
10/07/2014 13:01:55,17.13,,,1
10/07/2014 14:01:55,15.461,,,1
10/07/2014 15:01:55,16.844,,,1
