,Temperature.air@OLYM_Gladys,Temperature.air@OLYM_Gladys,Temperature.air@OLYM_Gladys,Temperature.air@OLYM_Gladys
04/18/2014 21:49:59,-1.1,,,1
04/18/2014 22:49:59,-0.507,,,1
04/18/2014 23:49:59,-1.498,,,1
04/19/2014 00:49:59,-1.527,,,1
04/19/2014 01:49:59,0.384,,,1
04/19/2014 02:49:59,1.913,,,1
04/19/2014 03:49:59,2.316,,,1
04/19/2014 04:49:59,2.021,,,1
04/19/2014 05:49:59,1.534,,,1
04/19/2014 06:49:59,1.017,,,1
04/19/2014 07:49:59,1.153,,,1
04/19/2014 08:49:59,1.044,,,1
04/19/2014 09:49:59,-0.451,,,1
04/19/2014 10:49:59,-0.032,,,1
04/19/2014 11:49:59,0.66,,,1
04/19/2014 12:49:59,1.099,,,1
04/19/2014 13:49:59,0.55,,,1
04/19/2014 14:49:59,0.439,,,1
04/19/2014 15:49:59,-0.116,,,1
04/19/2014 16:49:59,-0.845,,,1
04/19/2014 17:49:59,-1.498,,,1
04/19/2014 18:49:59,-1.929,,,1
04/19/2014 19:49:59,-2.16,,,1
04/19/2014 20:49:59,-2.654,,,1
04/19/2014 21:49:59,-3.006,,,1
04/19/2014 22:49:59,-2.976,,,1
04/19/2014 23:49:59,-3.065,,,1
04/20/2014 00:49:59,-3.627,,,1
04/20/2014 01:49:59,-3.926,,,1
04/20/2014 02:49:59,-4.016,,,1
04/20/2014 03:49:59,-3.986,,,1
04/20/2014 04:49:59,-3.36,,,1
04/20/2014 05:49:59,-3.153,,,1
04/20/2014 06:49:59,-2.742,,,1
04/20/2014 07:49:59,-2.247,,,1
04/20/2014 08:49:59,-2.305,,,1
04/20/2014 09:49:59,-1.128,,,1
04/20/2014 10:49:59,-0.339,,,1
04/20/2014 11:49:59,0.384,,,1
04/20/2014 12:49:59,0.687,,,1
04/20/2014 13:49:59,0.825,,,1
04/20/2014 14:49:59,3.274,,,1
04/20/2014 15:49:59,1.588,,,1
04/20/2014 16:49:59,1.289,,,1
04/20/2014 17:49:59,0.412,,,1
04/20/2014 18:49:59,-0.283,,,1
04/20/2014 19:49:59,-0.423,,,1
04/20/2014 20:49:59,-0.283,,,1
04/20/2014 21:49:59,-0.143,,,1
04/20/2014 22:49:59,-0.06,,,1
04/20/2014 23:49:59,-0.032,,,1
04/21/2014 00:49:59,0.079,,,1
04/21/2014 01:49:59,0.384,,,1
04/21/2014 02:49:59,-0.116,,,1
04/21/2014 03:49:59,-0.199,,,1
04/21/2014 04:49:59,-0.143,,,1
04/21/2014 05:49:59,-0.283,,,1
04/21/2014 06:49:59,0.024,,,1
04/21/2014 07:49:59,1.044,,,1
04/21/2014 08:49:59,1.371,,,1
04/21/2014 09:49:59,2.182,,,1
04/21/2014 10:49:59,2.85,,,1
04/21/2014 11:49:59,3.749,,,1
04/21/2014 12:49:59,4.48,,,1
04/21/2014 13:49:59,4.74,,,1
04/21/2014 14:49:59,3.985,,,1
04/21/2014 15:49:59,4.011,,,1
04/21/2014 16:49:59,3.88,,,1
04/21/2014 17:49:59,2.209,,,1
04/21/2014 18:49:59,1.235,,,1
04/21/2014 19:49:59,0.329,,,1
04/21/2014 20:49:59,0.246,,,1
04/21/2014 21:49:59,-0.507,,,1
04/21/2014 22:49:59,-0.704,,,1
04/21/2014 23:49:59,-0.845,,,1
04/22/2014 00:49:59,-1.498,,,1
04/22/2014 01:49:59,-2.16,,,1
04/22/2014 02:49:59,-3.242,,,1
04/22/2014 03:49:59,-4.318,,,1
04/22/2014 04:49:59,-4.712,,,1
04/22/2014 05:49:59,-4.651,,,1
04/22/2014 06:49:59,-5.172,,,1
04/22/2014 07:49:59,-4.987,,,1
04/22/2014 08:49:59,-4.773,,,1
04/22/2014 09:49:59,-4.046,,,1
04/22/2014 10:49:59,-2.888,,,1
04/22/2014 11:49:59,-1.498,,,1
04/22/2014 12:49:59,-0.535,,,1
04/22/2014 13:49:59,-0.227,,,1
04/22/2014 14:49:59,-0.591,,,1
04/22/2014 15:49:59,-0.143,,,1
04/22/2014 16:49:59,-0.789,,,1
04/22/2014 17:49:59,-1.842,,,1
04/22/2014 18:49:59,-2.189,,,1
04/22/2014 19:49:59,-2.334,,,1
04/22/2014 20:49:59,-2.363,,,1
04/22/2014 21:49:59,-2.421,,,1
04/22/2014 22:49:59,-2.742,,,1
04/22/2014 23:49:59,-2.83,,,1
04/23/2014 00:49:59,-2.859,,,1
04/23/2014 01:49:59,-2.947,,,1
04/23/2014 02:49:59,-3.419,,,1
04/23/2014 03:49:59,-3.777,,,1
04/23/2014 04:49:59,-3.717,,,1
04/23/2014 05:49:59,-3.538,,,1
04/23/2014 06:49:59,-3.301,,,1
04/23/2014 07:49:59,-3.065,,,1
04/23/2014 08:49:59,-2.247,,,1
04/23/2014 09:49:59,-2.247,,,1
04/23/2014 10:49:59,-1.413,,,1
04/23/2014 11:49:59,-0.873,,,1
04/23/2014 12:49:59,0.605,,,1
04/23/2014 13:49:59,1.453,,,1
04/23/2014 14:49:59,2.101,,,1
04/23/2014 15:49:59,1.886,,,1
04/23/2014 16:49:59,1.344,,,1
04/23/2014 17:49:59,0.825,,,1
04/23/2014 18:49:59,0.77,,,1
04/23/2014 19:49:59,0.439,,,1
04/23/2014 20:49:59,1.071,,,1
04/23/2014 21:49:59,1.071,,,1
04/23/2014 22:49:59,1.153,,,1
04/23/2014 23:49:59,0.989,,,1
04/24/2014 00:49:59,1.126,,,1
04/24/2014 01:49:59,1.017,,,1
04/24/2014 02:49:59,1.18,,,1
04/24/2014 03:49:59,1.153,,,1
04/24/2014 04:49:59,0.962,,,1
04/24/2014 05:49:59,0.163,,,1
04/24/2014 06:49:59,-1.185,,,1
04/24/2014 07:49:59,-2.044,,,1
04/24/2014 08:49:59,-1.67,,,1
04/24/2014 09:49:59,-0.873,,,1
04/24/2014 10:49:59,-0.004,,,1
04/24/2014 11:49:59,0.825,,,1
04/24/2014 12:49:59,0.605,,,1
04/24/2014 13:49:59,-0.255,,,1
04/24/2014 14:49:59,0.218,,,1
04/24/2014 15:49:59,-0.088,,,1
04/24/2014 16:49:59,-0.62,,,1
04/24/2014 17:49:59,-0.958,,,1
04/24/2014 18:49:59,-1.1,,,1
04/24/2014 19:49:59,-2.566,,,1
04/24/2014 20:49:59,-3.035,,,1
04/24/2014 21:49:59,-3.986,,,1
04/24/2014 22:49:59,-3.836,,,1
04/24/2014 23:49:59,-3.986,,,1
04/25/2014 00:49:59,-4.987,,,1
04/25/2014 01:49:59,-5.854,,,1
04/25/2014 02:49:59,-6.105,,,1
04/25/2014 03:49:59,-6.136,,,1
04/25/2014 04:49:59,-5.729,,,1
04/25/2014 05:49:59,-6.42,,,1
04/25/2014 06:49:59,-6.357,,,1
04/25/2014 07:49:59,-4.957,,,1
04/25/2014 08:49:59,-4.167,,,1
04/25/2014 09:49:59,-2.888,,,1
04/25/2014 10:49:59,-1.128,,,1
04/25/2014 11:49:59,-0.479,,,1
04/25/2014 12:49:59,0.934,,,1
04/25/2014 13:49:59,3.089,,,1
04/25/2014 14:49:59,1.94,,,1
04/25/2014 15:49:59,1.044,,,1
04/25/2014 16:49:59,0.989,,,1
04/25/2014 17:49:59,0.577,,,1
04/25/2014 18:49:59,-0.591,,,1
04/25/2014 19:49:59,-1.356,,,1
04/25/2014 20:49:59,-2.044,,,1
04/25/2014 21:49:59,-3.242,,,1
04/25/2014 22:49:59,-4.287,,,1
04/25/2014 23:49:59,-3.479,,,1
04/26/2014 00:49:59,-4.348,,,1
04/26/2014 01:49:59,-4.378,,,1
04/26/2014 02:49:59,-5.172,,,1
04/26/2014 03:49:59,-3.657,,,1
04/26/2014 04:49:59,-3.807,,,1
04/26/2014 05:49:59,-5.202,,,1
04/26/2014 06:49:59,-5.511,,,1
04/26/2014 07:49:59,-4.957,,,1
04/26/2014 08:49:59,-4.712,,,1
04/26/2014 09:49:59,-3.508,,,1
04/26/2014 10:49:59,-2.16,,,1
04/26/2014 11:49:59,-1.814,,,1
04/26/2014 12:49:59,-0.451,,,1
04/26/2014 13:49:59,1.153,,,1
04/26/2014 14:49:59,0.356,,,1
04/26/2014 15:49:59,0.632,,,1
04/26/2014 16:49:59,-0.507,,,1
04/26/2014 17:49:59,-0.958,,,1
04/26/2014 18:49:59,-1.498,,,1
04/26/2014 19:49:59,-1.584,,,1
04/26/2014 20:49:59,-1.641,,,1
04/26/2014 21:49:59,-1.9,,,1
04/26/2014 22:49:59,-1.785,,,1
04/26/2014 23:49:59,-2.8,,,1
04/27/2014 00:49:59,-2.976,,,1
04/27/2014 01:49:59,-3.153,,,1
04/27/2014 02:49:59,-3.39,,,1
04/27/2014 03:49:59,-3.508,,,1
04/27/2014 04:49:59,-3.986,,,1
04/27/2014 05:49:59,-4.378,,,1
04/27/2014 06:49:59,-4.167,,,1
04/27/2014 07:49:59,-4.227,,,1
04/27/2014 08:49:59,-3.598,,,1
04/27/2014 09:49:59,-3.006,,,1
04/27/2014 10:49:59,-1.699,,,1
04/27/2014 11:49:59,-1.413,,,1
04/27/2014 12:49:59,-0.648,,,1
04/27/2014 13:49:59,-0.507,,,1
04/27/2014 14:49:59,-1.128,,,1
04/27/2014 15:49:59,-1.071,,,1
04/27/2014 16:49:59,-1.785,,,1
04/27/2014 17:49:59,-2.218,,,1
04/27/2014 18:49:59,-2.625,,,1
04/27/2014 19:49:59,-3.568,,,1
04/27/2014 20:49:59,-3.986,,,1
04/27/2014 21:49:59,-4.287,,,1
04/27/2014 22:49:59,-4.046,,,1
04/27/2014 23:49:59,-4.167,,,1
04/28/2014 00:49:59,-4.106,,,1
04/28/2014 01:49:59,-4.046,,,1
04/28/2014 02:49:59,-4.046,,,1
04/28/2014 03:49:59,-4.408,,,1
04/28/2014 04:49:59,-4.137,,,1
04/28/2014 05:49:59,-5.264,,,1
04/28/2014 06:49:59,-6.168,,,1
04/28/2014 07:49:59,-3.866,,,1
04/28/2014 08:49:59,-3.717,,,1
04/28/2014 09:49:59,-2.218,,,1
04/28/2014 10:49:59,0.384,,,1
04/28/2014 11:49:59,1.507,,,1
04/28/2014 12:49:59,4.141,,,1
04/28/2014 13:49:59,5.642,,,1
04/28/2014 14:49:59,4.61,,,1
04/28/2014 15:49:59,5.462,,,1
04/28/2014 16:49:59,5.205,,,1
04/28/2014 17:49:59,4.61,,,1
04/28/2014 18:49:59,2.423,,,1
04/28/2014 19:49:59,1.153,,,1
04/28/2014 20:49:59,0.218,,,1
04/28/2014 21:49:59,1.126,,,1
04/28/2014 22:49:59,2.236,,,1
04/28/2014 23:49:59,2.182,,,1
04/29/2014 00:49:59,2.262,,,1
04/29/2014 01:49:59,1.208,,,1
04/29/2014 02:49:59,1.859,,,1
04/29/2014 03:49:59,2.93,,,1
04/29/2014 04:49:59,2.744,,,1
04/29/2014 05:49:59,2.85,,,1
04/29/2014 06:49:59,3.009,,,1
04/29/2014 07:49:59,3.512,,,1
04/29/2014 08:49:59,4.636,,,1
04/29/2014 09:49:59,5.05,,,1
04/29/2014 10:49:59,6.102,,,1
04/29/2014 11:49:59,7.368,,,1
04/29/2014 12:49:59,9.534,,,1
04/29/2014 13:49:59,11.029,,,1
04/29/2014 14:49:59,11.175,,,1
04/29/2014 15:49:59,11.175,,,1
04/29/2014 16:49:59,11.904,,,1
04/29/2014 17:49:59,10.443,,,1
04/29/2014 18:49:59,8.99,,,1
04/29/2014 19:49:59,6.306,,,1
04/29/2014 20:49:59,5.05,,,1
04/29/2014 21:49:59,5.05,,,1
04/29/2014 22:49:59,4.558,,,1
04/29/2014 23:49:59,7.343,,,1
04/30/2014 00:49:59,7.015,,,1
04/30/2014 01:49:59,5.847,,,1
04/30/2014 02:49:59,5.514,,,1
04/30/2014 03:49:59,5.821,,,1
04/30/2014 04:49:59,5.462,,,1
04/30/2014 05:49:59,5.308,,,1
04/30/2014 06:49:59,5.539,,,1
04/30/2014 07:49:59,7.995,,,1
04/30/2014 08:49:59,9.064,,,1
04/30/2014 09:49:59,11.807,,,1
04/30/2014 10:49:59,13.425,,,1
04/30/2014 11:49:59,14.768,,,1
04/30/2014 12:49:59,16.034,,,1
04/30/2014 13:49:59,17.938,,,1
04/30/2014 14:49:59,16.201,,,1
04/30/2014 15:49:59,16.582,,,1
04/30/2014 16:49:59,15.557,,,1
04/30/2014 17:49:59,14.745,,,1
04/30/2014 18:49:59,12.001,,,1
04/30/2014 19:49:59,9.04,,,1
04/30/2014 20:49:59,7.97,,,1
04/30/2014 21:49:59,7.393,,,1
04/30/2014 22:49:59,6.889,,,1
04/30/2014 23:49:59,6.788,,,1
05/01/2014 00:49:59,6.408,,,1
05/01/2014 01:49:59,6.179,,,1
05/01/2014 02:49:59,6.94,,,1
05/01/2014 03:49:59,6.458,,,1
05/01/2014 04:49:59,6.433,,,1
05/01/2014 05:49:59,7.368,,,1
05/01/2014 06:49:59,9.731,,,1
05/01/2014 07:49:59,13.185,,,1
05/01/2014 08:49:59,14.361,,,1
05/01/2014 09:49:59,14.026,,,1
05/01/2014 10:49:59,15.676,,,1
05/01/2014 11:49:59,16.773,,,1
05/01/2014 12:49:59,18.889,,,1
05/01/2014 13:49:59,19.175,,,1
05/01/2014 14:49:59,19.865,,,1
05/01/2014 15:49:59,18.842,,,1
05/01/2014 16:49:59,18.295,,,1
05/01/2014 17:49:59,16.511,,,1
05/01/2014 18:49:59,14.745,,,1
05/01/2014 19:49:59,13.425,,,1
05/01/2014 20:49:59,12.243,,,1
05/01/2014 21:49:59,11.977,,,1
05/01/2014 22:49:59,11.832,,,1
05/01/2014 23:49:59,12.122,,,1
05/02/2014 00:49:59,12.195,,,1
05/02/2014 01:49:59,11.175,,,1
05/02/2014 02:49:59,10.467,,,1
05/02/2014 03:49:59,10.492,,,1
05/02/2014 04:49:59,10.394,,,1
05/02/2014 05:49:59,9.287,,,1
05/02/2014 06:49:59,7.242,,,1
05/02/2014 07:49:59,7.82,,,1
05/02/2014 08:49:59,8.792,,,1
05/02/2014 09:49:59,9.583,,,1
05/02/2014 10:49:59,10.394,,,1
05/02/2014 11:49:59,11.175,,,1
05/02/2014 12:49:59,12.001,,,1
05/02/2014 13:49:59,11.759,,,1
05/02/2014 14:49:59,10.149,,,1
05/02/2014 15:49:59,9.238,,,1
05/02/2014 16:49:59,8.543,,,1
05/02/2014 17:49:59,7.745,,,1
05/02/2014 18:49:59,7.293,,,1
05/02/2014 19:49:59,5.642,,,1
05/02/2014 20:49:59,4.61,,,1
05/02/2014 21:49:59,3.433,,,1
05/02/2014 22:49:59,2.316,,,1
05/02/2014 23:49:59,1.643,,,1
05/03/2014 00:49:59,1.126,,,1
05/03/2014 01:49:59,0.384,,,1
05/03/2014 02:49:59,-0.143,,,1
05/03/2014 03:49:59,-0.423,,,1
05/03/2014 04:49:59,-0.451,,,1
05/03/2014 05:49:59,-0.732,,,1
05/03/2014 06:49:59,-0.986,,,1
05/03/2014 07:49:59,-0.004,,,1
05/03/2014 08:49:59,0.66,,,1
05/03/2014 09:49:59,1.044,,,1
05/03/2014 10:49:59,1.153,,,1
05/03/2014 11:49:59,1.534,,,1
05/03/2014 12:49:59,1.697,,,1
05/03/2014 13:49:59,1.344,,,1
05/03/2014 14:49:59,2.236,,,1
05/03/2014 15:49:59,2.155,,,1
05/03/2014 16:49:59,1.94,,,1
05/03/2014 17:49:59,1.153,,,1
05/03/2014 18:49:59,1.044,,,1
05/03/2014 19:49:59,0.687,,,1
05/03/2014 20:49:59,0.66,,,1
05/03/2014 21:49:59,0.577,,,1
05/03/2014 22:49:59,0.522,,,1
05/03/2014 23:49:59,-0.06,,,1
05/04/2014 00:49:59,0.079,,,1
05/04/2014 01:49:59,0.163,,,1
05/04/2014 02:49:59,0.246,,,1
05/04/2014 03:49:59,-0.088,,,1
05/04/2014 04:49:59,0.218,,,1
05/04/2014 05:49:59,0.19,,,1
05/04/2014 06:49:59,0.356,,,1
05/04/2014 07:49:59,0.742,,,1
05/04/2014 08:49:59,1.099,,,1
05/04/2014 09:49:59,1.643,,,1
05/04/2014 10:49:59,0.934,,,1
05/04/2014 11:49:59,1.994,,,1
05/04/2014 12:49:59,1.751,,,1
05/04/2014 13:49:59,1.805,,,1
05/04/2014 14:49:59,1.913,,,1
05/04/2014 15:49:59,1.507,,,1
05/04/2014 16:49:59,1.262,,,1
05/04/2014 17:49:59,1.453,,,1
05/04/2014 18:49:59,1.099,,,1
05/04/2014 19:49:59,0.577,,,1
05/04/2014 20:49:59,0.412,,,1
05/04/2014 21:49:59,0.356,,,1
05/04/2014 22:49:59,0.246,,,1
05/04/2014 23:49:59,0.218,,,1
05/05/2014 00:49:59,0.107,,,1
05/05/2014 01:49:59,-0.004,,,1
05/05/2014 02:49:59,0.051,,,1
05/05/2014 03:49:59,-0.004,,,1
05/05/2014 04:49:59,-0.004,,,1
05/05/2014 05:49:59,-0.06,,,1
05/05/2014 06:49:59,0.19,,,1
05/05/2014 07:49:59,0.384,,,1
05/05/2014 08:49:59,0.88,,,1
05/05/2014 09:49:59,2.423,,,1
05/05/2014 10:49:59,3.591,,,1
05/05/2014 11:49:59,3.958,,,1
05/05/2014 12:49:59,4.947,,,1
05/05/2014 13:49:59,3.67,,,1
05/05/2014 14:49:59,4.089,,,1
05/05/2014 15:49:59,4.298,,,1
05/05/2014 16:49:59,3.827,,,1
05/05/2014 17:49:59,2.637,,,1
05/05/2014 18:49:59,1.724,,,1
05/05/2014 19:49:59,1.126,,,1
05/05/2014 20:49:59,0.962,,,1
05/05/2014 21:49:59,0.742,,,1
05/05/2014 22:49:59,0.495,,,1
05/05/2014 23:49:59,0.135,,,1
05/06/2014 00:49:59,0.024,,,1
05/06/2014 01:49:59,-0.032,,,1
05/06/2014 02:49:59,-0.004,,,1
05/06/2014 03:49:59,0.135,,,1
05/06/2014 04:49:59,-0.004,,,1
05/06/2014 05:49:59,-0.395,,,1
05/06/2014 06:49:59,0.051,,,1
05/06/2014 07:49:59,0.19,,,1
05/06/2014 08:49:59,0.797,,,1
05/06/2014 09:49:59,2.074,,,1
05/06/2014 10:49:59,3.643,,,1
05/06/2014 11:49:59,3.67,,,1
05/06/2014 12:49:59,5.77,,,1
05/06/2014 13:49:59,5.205,,,1
05/06/2014 14:49:59,4.662,,,1
05/06/2014 15:49:59,3.696,,,1
05/06/2014 16:49:59,3.538,,,1
05/06/2014 17:49:59,3.009,,,1
05/06/2014 18:49:59,3.063,,,1
05/06/2014 19:49:59,2.128,,,1
05/06/2014 20:49:59,0.989,,,1
05/06/2014 21:49:59,-0.227,,,1
05/06/2014 22:49:59,-0.76,,,1
05/06/2014 23:49:59,-1.071,,,1
05/07/2014 00:49:59,-1.441,,,1
05/07/2014 01:49:59,-1.67,,,1
05/07/2014 02:49:59,-1.929,,,1
05/07/2014 03:49:59,-2.073,,,1
05/07/2014 04:49:59,-2.16,,,1
05/07/2014 05:49:59,-2.044,,,1
05/07/2014 06:49:59,-1.556,,,1
05/07/2014 07:49:59,-0.032,,,1
05/07/2014 08:49:59,1.371,,,1
05/07/2014 09:49:59,2.69,,,1
05/07/2014 10:49:59,5.796,,,1
05/07/2014 11:49:59,6.408,,,1
05/07/2014 12:49:59,9.756,,,1
05/07/2014 13:49:59,10.443,,,1
05/07/2014 14:49:59,9.213,,,1
05/07/2014 15:49:59,7.192,,,1
05/07/2014 16:49:59,6.661,,,1
05/07/2014 17:49:59,5.128,,,1
05/07/2014 18:49:59,4.895,,,1
05/07/2014 19:49:59,4.037,,,1
05/07/2014 20:49:59,3.248,,,1
05/07/2014 21:49:59,2.77,,,1
05/07/2014 22:49:59,1.913,,,1
05/07/2014 23:49:59,3.248,,,1
05/08/2014 00:49:59,2.717,,,1
05/08/2014 01:49:59,2.503,,,1
05/08/2014 02:49:59,2.074,,,1
05/08/2014 03:49:59,2.236,,,1
05/08/2014 04:49:59,2.074,,,1
05/08/2014 05:49:59,1.805,,,1
05/08/2014 06:49:59,2.477,,,1
05/08/2014 07:49:59,2.93,,,1
05/08/2014 08:49:59,3.354,,,1
05/08/2014 09:49:59,3.564,,,1
05/08/2014 10:49:59,2.797,,,1
05/08/2014 11:49:59,3.617,,,1
05/08/2014 12:49:59,3.248,,,1
05/08/2014 13:49:59,3.433,,,1
05/08/2014 14:49:59,2.823,,,1
05/08/2014 15:49:59,2.503,,,1
05/08/2014 16:49:59,2.823,,,1
05/08/2014 17:49:59,2.85,,,1
05/08/2014 18:49:59,2.823,,,1
05/08/2014 19:49:59,2.074,,,1
05/08/2014 20:49:59,1.317,,,1
05/08/2014 21:49:59,0.989,,,1
05/08/2014 22:49:59,0.687,,,1
05/08/2014 23:49:59,0.384,,,1
05/09/2014 00:49:59,0.163,,,1
05/09/2014 01:49:59,-0.311,,,1
05/09/2014 02:49:59,-0.676,,,1
05/09/2014 03:49:59,-1.071,,,1
05/09/2014 04:49:59,-1.299,,,1
05/09/2014 05:49:59,-1.413,,,1
05/09/2014 06:49:59,-1.242,,,1
05/09/2014 07:49:59,-1.327,,,1
05/09/2014 08:49:59,-1.1,,,1
05/09/2014 09:49:59,-0.06,,,1
05/09/2014 10:49:59,0.825,,,1
05/09/2014 11:49:59,1.697,,,1
05/09/2014 12:49:59,0.467,,,1
05/09/2014 13:49:59,2.074,,,1
05/09/2014 14:49:59,2.797,,,1
05/09/2014 15:49:59,1.153,,,1
05/09/2014 16:49:59,1.967,,,1
05/09/2014 17:49:59,2.396,,,1
05/09/2014 18:49:59,1.071,,,1
05/09/2014 19:49:59,0.825,,,1
05/09/2014 20:49:59,-0.339,,,1
05/09/2014 21:49:59,-0.789,,,1
05/09/2014 22:49:59,-1.128,,,1
05/09/2014 23:49:59,-1.842,,,1
05/10/2014 00:49:59,-2.625,,,1
05/10/2014 01:49:59,-3.568,,,1
05/10/2014 02:49:59,-2.421,,,1
05/10/2014 03:49:59,-2.683,,,1
05/10/2014 04:49:59,-2.479,,,1
05/10/2014 05:49:59,-2.131,,,1
05/10/2014 06:49:59,-1.986,,,1
05/10/2014 07:49:59,-1.699,,,1
05/10/2014 08:49:59,-0.535,,,1
05/10/2014 09:49:59,1.643,,,1
05/10/2014 10:49:59,3.67,,,1
05/10/2014 11:49:59,3.248,,,1
05/10/2014 12:49:59,4.973,,,1
05/10/2014 13:49:59,4.246,,,1
05/10/2014 14:49:59,4.22,,,1
05/10/2014 15:49:59,4.063,,,1
05/10/2014 16:49:59,4.35,,,1
05/10/2014 17:49:59,3.512,,,1
05/10/2014 18:49:59,2.69,,,1
05/10/2014 19:49:59,2.101,,,1
05/10/2014 20:49:59,1.371,,,1
05/10/2014 21:49:59,0.439,,,1
05/10/2014 22:49:59,-0.339,,,1
05/10/2014 23:49:59,-0.76,,,1
05/11/2014 00:49:59,-0.902,,,1
05/11/2014 01:49:59,-1.185,,,1
05/11/2014 02:49:59,-1.498,,,1
05/11/2014 03:49:59,-1.727,,,1
05/11/2014 04:49:59,-1.584,,,1
05/11/2014 05:49:59,-1.785,,,1
05/11/2014 06:49:59,-1.299,,,1
05/11/2014 07:49:59,0.163,,,1
05/11/2014 08:49:59,1.832,,,1
05/11/2014 09:49:59,3.38,,,1
05/11/2014 10:49:59,6.56,,,1
05/11/2014 11:49:59,7.293,,,1
05/11/2014 12:49:59,8.891,,,1
05/11/2014 13:49:59,9.903,,,1
05/11/2014 14:49:59,9.583,,,1
05/11/2014 15:49:59,8.866,,,1
05/11/2014 16:49:59,6.484,,,1
05/11/2014 17:49:59,6.23,,,1
05/11/2014 18:49:59,6.458,,,1
05/11/2014 19:49:59,4.999,,,1
05/11/2014 20:49:59,2.983,,,1
05/11/2014 21:49:59,1.913,,,1
05/11/2014 22:49:59,1.67,,,1
05/11/2014 23:49:59,1.453,,,1
05/12/2014 00:49:59,1.751,,,1
05/12/2014 01:49:59,3.301,,,1
05/12/2014 02:49:59,3.354,,,1
05/12/2014 03:49:59,3.958,,,1
05/12/2014 04:49:59,5.102,,,1
05/12/2014 05:49:59,5.488,,,1
05/12/2014 06:49:59,5.642,,,1
05/12/2014 07:49:59,6.051,,,1
05/12/2014 08:49:59,6.204,,,1
05/12/2014 09:49:59,6.737,,,1
05/12/2014 10:49:59,8.817,,,1
05/12/2014 11:49:59,9.114,,,1
05/12/2014 12:49:59,11.248,,,1
05/12/2014 13:49:59,13.088,,,1
05/12/2014 14:49:59,12.896,,,1
05/12/2014 15:49:59,11.2,,,1
05/12/2014 16:49:59,12.268,,,1
05/12/2014 17:49:59,13.064,,,1
05/12/2014 18:49:59,10.736,,,1
05/12/2014 19:49:59,6.813,,,1
05/12/2014 20:49:59,4.869,,,1
05/12/2014 21:49:59,4.089,,,1
05/12/2014 22:49:59,4.168,,,1
05/12/2014 23:49:59,4.324,,,1
05/13/2014 00:49:59,4.844,,,1
05/13/2014 01:49:59,4.844,,,1
05/13/2014 02:49:59,4.532,,,1
05/13/2014 03:49:59,7.318,,,1
05/13/2014 04:49:59,6.712,,,1
05/13/2014 05:49:59,5.05,,,1
05/13/2014 06:49:59,5.205,,,1
05/13/2014 07:49:59,5.693,,,1
05/13/2014 08:49:59,6.914,,,1
05/13/2014 09:49:59,8.22,,,1
05/13/2014 10:49:59,11.565,,,1
05/13/2014 11:49:59,13.04,,,1
05/13/2014 12:49:59,16.225,,,1
05/13/2014 13:49:59,16.558,,,1
05/13/2014 14:49:59,15.915,,,1
05/13/2014 15:49:59,15.819,,,1
05/13/2014 16:49:59,16.129,,,1
05/13/2014 17:49:59,16.106,,,1
05/13/2014 18:49:59,11.977,,,1
05/13/2014 19:49:59,8.891,,,1
05/13/2014 20:49:59,7.318,,,1
05/13/2014 21:49:59,6.408,,,1
05/13/2014 22:49:59,6.535,,,1
05/13/2014 23:49:59,7.167,,,1
05/14/2014 00:49:59,7.469,,,1
05/14/2014 01:49:59,7.192,,,1
05/14/2014 02:49:59,6.763,,,1
05/14/2014 03:49:59,6.636,,,1
05/14/2014 04:49:59,7.67,,,1
05/14/2014 05:49:59,6.661,,,1
05/14/2014 06:49:59,8.618,,,1
05/14/2014 07:49:59,8.717,,,1
05/14/2014 08:49:59,9.608,,,1
05/14/2014 09:49:59,10.614,,,1
05/14/2014 10:49:59,14.002,,,1
05/14/2014 11:49:59,15.199,,,1
05/14/2014 12:49:59,18.366,,,1
05/14/2014 13:49:59,19.056,,,1
05/14/2014 14:49:59,17.439,,,1
05/14/2014 15:49:59,16.225,,,1
05/14/2014 16:49:59,16.606,,,1
05/14/2014 17:49:59,15.509,,,1
05/14/2014 18:49:59,12.968,,,1
05/14/2014 19:49:59,9.731,,,1
05/14/2014 20:49:59,8.12,,,1
05/14/2014 21:49:59,7.544,,,1
05/14/2014 22:49:59,7.015,,,1
05/14/2014 23:49:59,6.737,,,1
05/15/2014 00:49:59,6.737,,,1
05/15/2014 01:49:59,6.788,,,1
05/15/2014 02:49:59,6.585,,,1
05/15/2014 03:49:59,6.433,,,1
05/15/2014 04:49:59,6.99,,,1
05/15/2014 05:49:59,6.408,,,1
05/15/2014 06:49:59,6.535,,,1
05/15/2014 07:49:59,8.12,,,1
05/15/2014 08:49:59,10.051,,,1
05/15/2014 09:49:59,11.37,,,1
05/15/2014 10:49:59,14.625,,,1
05/15/2014 11:49:59,15.867,,,1
05/15/2014 12:49:59,18.224,,,1
05/15/2014 13:49:59,18.818,,,1
05/15/2014 14:49:59,17.867,,,1
05/15/2014 15:49:59,17.272,,,1
05/15/2014 16:49:59,17.415,,,1
05/15/2014 17:49:59,15.796,,,1
05/15/2014 18:49:59,15.055,,,1
05/15/2014 19:49:59,12.292,,,1
05/15/2014 20:49:59,10.026,,,1
05/15/2014 21:49:59,10.492,,,1
05/15/2014 22:49:59,11.029,,,1
05/15/2014 23:49:59,11.273,,,1
05/16/2014 00:49:59,10.638,,,1
