,Water Temp.Bottom@OLYM_CZY,Water Temp.Bottom@OLYM_CZY,Water Temp.Bottom@OLYM_CZY,Water Temp.Bottom@OLYM_CZY
01/23/2014 12:55:54,4.402,,,1
01/23/2014 13:55:54,4.402,,,1
01/23/2014 14:55:54,4.402,,,1
01/23/2014 15:55:54,4.402,,,1
01/23/2014 16:55:54,4.402,,,1
01/23/2014 17:55:54,4.402,,,1
01/23/2014 18:55:54,4.402,,,1
01/23/2014 19:55:54,4.402,,,1
01/23/2014 20:55:54,4.402,,,1
01/23/2014 21:55:54,4.402,,,1
01/23/2014 22:55:54,4.402,,,1
01/23/2014 23:55:54,4.402,,,1
01/24/2014 00:55:54,4.428,,,1
01/24/2014 01:55:54,4.428,,,1
01/24/2014 02:55:54,4.428,,,1
01/24/2014 03:55:54,4.428,,,1
01/24/2014 04:55:54,4.428,,,1
01/24/2014 05:55:54,4.428,,,1
01/24/2014 06:55:54,4.428,,,1
01/24/2014 07:55:54,4.428,,,1
01/24/2014 08:55:54,4.428,,,1
01/24/2014 09:55:54,4.428,,,1
01/24/2014 10:55:54,4.428,,,1
01/24/2014 11:55:54,4.428,,,1
01/24/2014 12:55:54,4.428,,,1
01/24/2014 13:55:54,4.428,,,1
01/24/2014 14:55:54,4.428,,,1
01/24/2014 15:55:54,4.428,,,1
01/24/2014 16:55:54,4.428,,,1
01/24/2014 17:55:54,4.428,,,1
01/24/2014 18:55:54,4.428,,,1
01/24/2014 19:55:54,4.428,,,1
01/24/2014 20:55:54,4.428,,,1
01/24/2014 21:55:54,4.428,,,1
01/24/2014 22:55:54,4.428,,,1
01/24/2014 23:55:54,4.428,,,1
01/25/2014 00:55:54,4.428,,,1
01/25/2014 01:55:54,4.428,,,1
01/25/2014 02:55:54,4.428,,,1
01/25/2014 03:55:54,4.428,,,1
01/25/2014 04:55:54,4.428,,,1
01/25/2014 05:55:54,4.428,,,1
01/25/2014 06:55:54,4.428,,,1
01/25/2014 07:55:54,4.428,,,1
01/25/2014 08:55:54,4.428,,,1
01/25/2014 09:55:54,4.428,,,1
01/25/2014 10:55:54,4.428,,,1
01/25/2014 11:55:54,4.428,,,1
01/25/2014 12:55:54,4.428,,,1
01/25/2014 13:55:54,4.428,,,1
01/25/2014 14:55:54,4.428,,,1
01/25/2014 15:55:54,4.454,,,1
01/25/2014 16:55:54,4.454,,,1
01/25/2014 17:55:54,4.428,,,1
01/25/2014 18:55:54,4.454,,,1
01/25/2014 19:55:54,4.454,,,1
01/25/2014 20:55:54,4.454,,,1
01/25/2014 21:55:54,4.454,,,1
01/25/2014 22:55:54,4.454,,,1
01/25/2014 23:55:54,4.454,,,1
01/26/2014 00:55:54,4.454,,,1
01/26/2014 01:55:54,4.454,,,1
01/26/2014 02:55:54,4.454,,,1
01/26/2014 03:55:54,4.454,,,1
01/26/2014 04:55:54,4.454,,,1
01/26/2014 05:55:54,4.454,,,1
01/26/2014 06:55:54,4.454,,,1
01/26/2014 07:55:54,4.454,,,1
01/26/2014 08:55:54,4.454,,,1
01/26/2014 09:55:54,4.454,,,1
01/26/2014 10:55:54,4.454,,,1
01/26/2014 11:55:54,4.454,,,1
01/26/2014 12:55:54,4.454,,,1
01/26/2014 13:55:54,4.454,,,1
01/26/2014 14:55:54,4.454,,,1
01/26/2014 15:55:54,4.454,,,1
01/26/2014 16:55:54,4.454,,,1
01/26/2014 17:55:54,4.454,,,1
01/26/2014 18:55:54,4.454,,,1
01/26/2014 19:55:54,4.454,,,1
01/26/2014 20:55:54,4.454,,,1
01/26/2014 21:55:54,4.454,,,1
01/26/2014 22:55:54,4.454,,,1
01/26/2014 23:55:54,4.454,,,1
01/27/2014 00:55:54,4.454,,,1
01/27/2014 01:55:54,4.454,,,1
01/27/2014 02:55:54,4.454,,,1
01/27/2014 03:55:54,4.454,,,1
01/27/2014 04:55:54,4.454,,,1
01/27/2014 05:55:54,4.454,,,1
01/27/2014 06:55:54,4.454,,,1
01/27/2014 07:55:54,4.454,,,1
01/27/2014 08:55:54,4.48,,,1
01/27/2014 09:55:54,4.48,,,1
01/27/2014 10:55:54,4.48,,,1
01/27/2014 11:55:54,4.48,,,1
01/27/2014 12:55:54,4.48,,,1
01/27/2014 13:55:54,4.48,,,1
01/27/2014 14:55:54,4.48,,,1
01/27/2014 15:55:54,4.48,,,1
01/27/2014 16:55:54,4.48,,,1
01/27/2014 17:55:54,4.48,,,1
01/27/2014 18:55:54,4.48,,,1
01/27/2014 19:55:54,4.48,,,1
01/27/2014 20:55:54,4.48,,,1
01/27/2014 21:55:54,4.48,,,1
01/27/2014 22:55:54,4.48,,,1
01/27/2014 23:55:54,4.48,,,1
01/28/2014 00:55:54,4.48,,,1
01/28/2014 01:55:54,4.48,,,1
01/28/2014 02:55:54,4.48,,,1
01/28/2014 03:55:54,4.48,,,1
01/28/2014 04:55:54,4.48,,,1
01/28/2014 05:55:54,4.48,,,1
01/28/2014 06:55:54,4.48,,,1
01/28/2014 07:55:54,4.48,,,1
01/28/2014 08:55:54,4.48,,,1
01/28/2014 09:55:54,4.48,,,1
01/28/2014 10:55:54,4.48,,,1
01/28/2014 11:55:54,4.48,,,1
01/28/2014 12:55:54,4.48,,,1
01/28/2014 13:55:54,4.48,,,1
01/28/2014 14:55:54,4.48,,,1
01/28/2014 15:55:54,4.48,,,1
01/28/2014 16:55:54,4.48,,,1
01/28/2014 17:55:54,4.48,,,1
01/28/2014 18:55:54,4.48,,,1
01/28/2014 19:55:54,4.48,,,1
01/28/2014 20:55:54,4.48,,,1
01/28/2014 21:55:54,4.48,,,1
01/28/2014 22:55:54,4.48,,,1
01/28/2014 23:55:54,4.48,,,1
01/29/2014 00:55:54,4.48,,,1
01/29/2014 01:55:54,4.48,,,1
01/29/2014 02:55:54,4.48,,,1
01/29/2014 03:55:54,4.48,,,1
01/29/2014 04:55:54,4.48,,,1
01/29/2014 05:55:54,4.48,,,1
01/29/2014 06:55:54,4.48,,,1
01/29/2014 07:55:54,4.454,,,1
01/29/2014 08:55:54,4.454,,,1
01/29/2014 09:55:54,4.454,,,1
01/29/2014 10:55:54,4.454,,,1
01/29/2014 11:55:54,4.454,,,1
01/29/2014 12:55:54,4.454,,,1
01/29/2014 13:55:54,4.454,,,1
01/29/2014 14:55:54,4.454,,,1
01/29/2014 15:55:54,4.454,,,1
01/29/2014 16:55:54,4.454,,,1
01/29/2014 17:55:54,4.454,,,1
01/29/2014 18:55:54,4.454,,,1
01/29/2014 19:55:54,4.454,,,1
01/29/2014 20:55:54,4.454,,,1
01/29/2014 21:55:54,4.454,,,1
01/29/2014 22:55:54,4.454,,,1
01/29/2014 23:55:54,4.454,,,1
01/30/2014 00:55:54,4.454,,,1
01/30/2014 01:55:54,4.454,,,1
01/30/2014 02:55:54,4.454,,,1
01/30/2014 03:55:54,4.454,,,1
01/30/2014 04:55:54,4.454,,,1
01/30/2014 05:55:54,4.454,,,1
01/30/2014 06:55:54,4.454,,,1
01/30/2014 07:55:54,4.454,,,1
01/30/2014 08:55:54,4.454,,,1
01/30/2014 09:55:54,4.454,,,1
01/30/2014 10:55:54,4.454,,,1
01/30/2014 11:55:54,4.454,,,1
01/30/2014 12:55:54,4.454,,,1
01/30/2014 13:55:54,4.454,,,1
01/30/2014 14:55:54,4.454,,,1
01/30/2014 15:55:54,4.454,,,1
01/30/2014 16:55:54,4.454,,,1
01/30/2014 17:55:54,4.454,,,1
01/30/2014 18:55:54,4.454,,,1
01/30/2014 19:55:54,4.454,,,1
01/30/2014 20:55:54,4.454,,,1
01/30/2014 21:55:54,4.454,,,1
01/30/2014 22:55:54,4.454,,,1
01/30/2014 23:55:54,4.454,,,1
01/31/2014 00:55:54,4.454,,,1
01/31/2014 01:55:54,4.454,,,1
01/31/2014 02:55:54,4.454,,,1
01/31/2014 03:55:54,4.454,,,1
01/31/2014 04:55:54,4.454,,,1
01/31/2014 05:55:54,4.454,,,1
01/31/2014 06:55:54,4.454,,,1
01/31/2014 07:55:54,4.454,,,1
01/31/2014 08:55:54,4.454,,,1
01/31/2014 09:55:54,4.454,,,1
01/31/2014 10:55:54,4.454,,,1
01/31/2014 11:55:54,4.454,,,1
01/31/2014 12:55:54,4.454,,,1
01/31/2014 13:55:54,4.454,,,1
01/31/2014 14:55:54,4.454,,,1
01/31/2014 15:55:54,4.454,,,1
01/31/2014 16:55:54,4.454,,,1
01/31/2014 17:55:54,4.454,,,1
01/31/2014 18:55:54,4.454,,,1
01/31/2014 19:55:54,4.454,,,1
01/31/2014 20:55:54,4.454,,,1
01/31/2014 21:55:54,4.48,,,1
01/31/2014 22:55:54,4.454,,,1
01/31/2014 23:55:54,4.454,,,1
02/01/2014 00:55:54,4.454,,,1
02/01/2014 01:55:54,4.454,,,1
02/01/2014 02:55:54,4.454,,,1
02/01/2014 03:55:54,4.454,,,1
02/01/2014 04:55:54,4.48,,,1
02/01/2014 05:55:54,4.454,,,1
02/01/2014 06:55:54,4.454,,,1
02/01/2014 07:55:54,4.454,,,1
02/01/2014 08:55:54,4.454,,,1
02/01/2014 09:55:54,4.454,,,1
02/01/2014 10:55:54,4.454,,,1
02/01/2014 11:55:54,4.454,,,1
02/01/2014 12:55:54,4.454,,,1
02/01/2014 13:55:54,4.454,,,1
02/01/2014 14:55:54,4.454,,,1
02/01/2014 15:55:54,4.454,,,1
02/01/2014 16:55:54,4.454,,,1
02/01/2014 17:55:54,4.454,,,1
02/01/2014 18:55:54,4.454,,,1
02/01/2014 19:55:54,4.454,,,1
02/01/2014 20:55:54,4.454,,,1
02/01/2014 21:55:54,4.454,,,1
02/01/2014 22:55:54,4.454,,,1
02/01/2014 23:55:54,4.454,,,1
02/02/2014 00:55:54,4.454,,,1
02/02/2014 01:55:54,4.454,,,1
02/02/2014 02:55:54,4.454,,,1
02/02/2014 03:55:54,4.454,,,1
02/02/2014 04:55:54,4.454,,,1
02/02/2014 05:55:54,4.454,,,1
02/02/2014 06:55:54,4.454,,,1
02/02/2014 07:55:54,4.454,,,1
02/02/2014 08:55:54,4.454,,,1
02/02/2014 09:55:54,4.454,,,1
02/02/2014 10:55:54,4.454,,,1
02/02/2014 11:55:54,4.454,,,1
02/02/2014 12:55:54,4.454,,,1
02/02/2014 13:55:54,4.454,,,1
02/02/2014 14:55:54,4.454,,,1
02/02/2014 15:55:54,4.454,,,1
02/02/2014 16:55:54,4.454,,,1
02/02/2014 17:55:54,4.454,,,1
02/02/2014 18:55:54,4.454,,,1
02/02/2014 19:55:54,4.454,,,1
02/02/2014 20:55:54,4.454,,,1
02/02/2014 21:55:54,4.454,,,1
02/02/2014 22:55:54,4.454,,,1
02/02/2014 23:55:54,4.454,,,1
02/03/2014 00:55:54,4.454,,,1
02/03/2014 01:55:54,4.454,,,1
02/03/2014 02:55:54,4.454,,,1
02/03/2014 03:55:54,4.454,,,1
02/03/2014 04:55:54,4.454,,,1
02/03/2014 05:55:54,4.454,,,1
02/03/2014 06:55:54,4.454,,,1
02/03/2014 07:55:54,4.454,,,1
02/03/2014 08:55:54,4.454,,,1
02/03/2014 09:55:54,4.454,,,1
02/03/2014 10:55:54,4.454,,,1
02/03/2014 11:55:54,4.454,,,1
02/03/2014 12:55:54,4.454,,,1
02/03/2014 13:55:54,4.454,,,1
02/03/2014 14:55:54,4.454,,,1
02/03/2014 15:55:54,4.454,,,1
02/03/2014 16:55:54,4.454,,,1
02/03/2014 17:55:54,4.454,,,1
02/03/2014 18:55:54,4.454,,,1
02/03/2014 19:55:54,4.454,,,1
02/03/2014 20:55:54,4.454,,,1
02/03/2014 21:55:54,4.454,,,1
02/03/2014 22:55:54,4.454,,,1
02/03/2014 23:55:54,4.454,,,1
02/04/2014 00:55:54,4.454,,,1
02/04/2014 01:55:54,4.454,,,1
02/04/2014 02:55:54,4.454,,,1
02/04/2014 03:55:54,4.454,,,1
02/04/2014 04:55:54,4.454,,,1
02/04/2014 05:55:54,4.454,,,1
02/04/2014 06:55:54,4.454,,,1
02/04/2014 07:55:54,4.454,,,1
02/04/2014 08:55:54,4.454,,,1
02/04/2014 09:55:54,4.454,,,1
02/04/2014 10:55:54,4.454,,,1
02/04/2014 11:55:54,4.454,,,1
02/04/2014 12:55:54,4.454,,,1
02/04/2014 13:55:54,4.454,,,1
02/04/2014 14:55:54,4.454,,,1
02/04/2014 15:55:54,4.454,,,1
02/04/2014 16:55:54,4.454,,,1
02/04/2014 17:55:54,4.454,,,1
02/04/2014 18:55:54,4.454,,,1
02/04/2014 19:55:54,4.454,,,1
02/04/2014 20:55:54,4.454,,,1
02/04/2014 21:55:54,4.454,,,1
02/04/2014 22:55:54,4.454,,,1
02/04/2014 23:55:54,4.454,,,1
02/05/2014 00:55:54,4.454,,,1
02/05/2014 01:55:54,4.454,,,1
02/05/2014 02:55:54,4.454,,,1
02/05/2014 03:55:54,4.454,,,1
02/05/2014 04:55:54,4.454,,,1
02/05/2014 05:55:54,4.454,,,1
02/05/2014 06:55:54,4.454,,,1
02/05/2014 07:55:54,4.454,,,1
02/05/2014 08:55:54,4.454,,,1
02/05/2014 09:55:54,4.48,,,1
02/05/2014 10:55:54,4.48,,,1
02/05/2014 11:55:54,4.48,,,1
02/05/2014 12:55:54,4.48,,,1
02/05/2014 13:55:54,4.48,,,1
02/05/2014 14:55:54,4.48,,,1
02/05/2014 15:55:54,4.48,,,1
02/05/2014 16:55:54,4.48,,,1
02/05/2014 17:55:54,4.48,,,1
02/05/2014 18:55:54,4.48,,,1
02/05/2014 19:55:54,4.48,,,1
02/05/2014 20:55:54,4.48,,,1
02/05/2014 21:55:54,4.48,,,1
02/05/2014 22:55:54,4.48,,,1
02/05/2014 23:55:54,4.48,,,1
02/06/2014 00:55:54,4.48,,,1
02/06/2014 01:55:54,4.48,,,1
02/06/2014 02:55:54,4.48,,,1
02/06/2014 03:55:54,4.48,,,1
02/06/2014 04:55:54,4.48,,,1
02/06/2014 05:55:54,4.48,,,1
02/06/2014 06:55:54,4.48,,,1
02/06/2014 07:55:54,4.48,,,1
02/06/2014 08:55:54,4.48,,,1
02/06/2014 09:55:54,4.48,,,1
02/06/2014 10:55:54,4.48,,,1
02/06/2014 11:55:54,4.48,,,1
02/06/2014 12:55:54,4.48,,,1
02/06/2014 13:55:54,4.48,,,1
02/06/2014 14:55:54,4.48,,,1
02/06/2014 15:55:54,4.48,,,1
02/06/2014 16:55:54,4.48,,,1
02/06/2014 17:55:54,4.48,,,1
02/06/2014 18:55:54,4.48,,,1
02/06/2014 19:55:54,4.48,,,1
02/06/2014 20:55:54,4.48,,,1
02/06/2014 21:55:54,4.48,,,1
02/06/2014 22:55:54,4.48,,,1
02/06/2014 23:55:54,4.48,,,1
02/07/2014 00:55:54,4.48,,,1
02/07/2014 01:55:54,4.48,,,1
02/07/2014 02:55:54,4.48,,,1
02/07/2014 03:55:54,4.48,,,1
02/07/2014 04:55:54,4.48,,,1
02/07/2014 05:55:54,4.48,,,1
02/07/2014 06:55:54,4.48,,,1
02/07/2014 07:55:54,4.48,,,1
02/07/2014 08:55:54,4.48,,,1
02/07/2014 09:55:54,4.48,,,1
02/07/2014 10:55:54,4.48,,,1
02/07/2014 11:55:54,4.48,,,1
02/07/2014 12:55:54,4.48,,,1
02/07/2014 13:55:54,4.48,,,1
02/07/2014 14:55:54,4.48,,,1
02/07/2014 15:55:54,4.48,,,1
02/07/2014 16:55:54,4.48,,,1
02/07/2014 17:55:54,4.48,,,1
02/07/2014 18:55:54,4.48,,,1
02/07/2014 19:55:54,4.48,,,1
02/07/2014 20:55:54,4.48,,,1
02/07/2014 21:55:54,4.48,,,1
02/07/2014 22:55:54,4.48,,,1
02/07/2014 23:55:54,4.48,,,1
02/08/2014 00:55:54,4.48,,,1
02/08/2014 01:55:54,4.48,,,1
02/08/2014 02:55:54,4.48,,,1
02/08/2014 03:55:54,4.48,,,1
02/08/2014 04:55:54,4.48,,,1
02/08/2014 05:55:54,4.48,,,1
02/08/2014 06:55:54,4.48,,,1
02/08/2014 07:55:54,4.48,,,1
02/08/2014 08:55:54,4.48,,,1
02/08/2014 09:55:54,4.48,,,1
02/08/2014 10:55:54,4.48,,,1
02/08/2014 11:55:54,4.48,,,1
02/08/2014 12:55:54,4.48,,,1
02/08/2014 13:55:54,4.48,,,1
02/08/2014 14:55:54,4.48,,,1
02/08/2014 15:55:54,4.48,,,1
02/08/2014 16:55:54,4.48,,,1
02/08/2014 17:55:54,4.48,,,1
02/08/2014 18:55:54,4.48,,,1
02/08/2014 19:55:54,4.48,,,1
02/08/2014 20:55:54,4.48,,,1
02/08/2014 21:55:54,4.48,,,1
02/08/2014 22:55:54,4.48,,,1
02/08/2014 23:55:54,4.48,,,1
02/09/2014 00:55:54,4.48,,,1
02/09/2014 01:55:54,4.48,,,1
02/09/2014 02:55:54,4.48,,,1
02/09/2014 03:55:54,4.48,,,1
02/09/2014 04:55:54,4.48,,,1
02/09/2014 05:55:54,4.48,,,1
02/09/2014 06:55:54,4.48,,,1
02/09/2014 07:55:54,4.48,,,1
02/09/2014 08:55:54,4.48,,,1
02/09/2014 09:55:54,4.48,,,1
02/09/2014 10:55:54,4.48,,,1
02/09/2014 11:55:54,4.48,,,1
02/09/2014 12:55:54,4.48,,,1
02/09/2014 13:55:54,4.48,,,1
02/09/2014 14:55:54,4.48,,,1
02/09/2014 15:55:54,4.48,,,1
02/09/2014 16:55:54,4.48,,,1
02/09/2014 17:55:54,4.48,,,1
02/09/2014 18:55:54,4.48,,,1
02/09/2014 19:55:54,4.48,,,1
02/09/2014 20:55:54,4.48,,,1
02/09/2014 21:55:54,4.48,,,1
02/09/2014 22:55:54,4.48,,,1
02/09/2014 23:55:54,4.48,,,1
02/10/2014 00:55:54,4.48,,,1
02/10/2014 01:55:54,4.48,,,1
02/10/2014 02:55:54,4.48,,,1
02/10/2014 03:55:54,4.48,,,1
02/10/2014 04:55:54,4.48,,,1
02/10/2014 05:55:54,4.48,,,1
02/10/2014 06:55:54,4.48,,,1
02/10/2014 07:55:54,4.48,,,1
02/10/2014 08:55:54,4.48,,,1
02/10/2014 09:55:54,4.48,,,1
02/10/2014 10:55:54,4.48,,,1
02/10/2014 11:55:54,4.48,,,1
02/10/2014 12:55:54,4.48,,,1
02/10/2014 13:55:54,4.48,,,1
02/10/2014 14:55:54,4.48,,,1
02/10/2014 15:55:54,4.48,,,1
02/10/2014 16:55:54,4.48,,,1
02/10/2014 17:55:54,4.48,,,1
02/10/2014 18:55:54,4.48,,,1
02/10/2014 19:55:54,4.48,,,1
02/10/2014 20:55:54,4.48,,,1
02/10/2014 21:55:54,4.48,,,1
02/10/2014 22:55:54,4.48,,,1
02/10/2014 23:55:54,4.48,,,1
02/11/2014 00:55:54,4.48,,,1
02/11/2014 01:55:54,4.48,,,1
02/11/2014 02:55:54,4.48,,,1
02/11/2014 03:55:54,4.48,,,1
02/11/2014 04:55:54,4.48,,,1
02/11/2014 05:55:54,4.48,,,1
02/11/2014 06:55:54,4.48,,,1
02/11/2014 07:55:54,4.48,,,1
02/11/2014 08:55:54,4.48,,,1
02/11/2014 09:55:54,4.48,,,1
02/11/2014 10:55:54,4.48,,,1
02/11/2014 11:55:54,4.48,,,1
02/11/2014 12:55:54,4.48,,,1
02/11/2014 13:55:54,4.48,,,1
02/11/2014 14:55:54,4.48,,,1
02/11/2014 15:55:54,4.48,,,1
02/11/2014 16:55:54,4.48,,,1
02/11/2014 17:55:54,4.48,,,1
02/11/2014 18:55:54,4.48,,,1
02/11/2014 19:55:54,4.48,,,1
02/11/2014 20:55:54,4.48,,,1
02/11/2014 21:55:54,4.48,,,1
02/11/2014 22:55:54,4.48,,,1
02/11/2014 23:55:54,4.48,,,1
02/12/2014 00:55:54,4.48,,,1
02/12/2014 01:55:54,4.48,,,1
02/12/2014 02:55:54,4.48,,,1
02/12/2014 03:55:54,4.48,,,1
02/12/2014 04:55:54,4.454,,,1
02/12/2014 05:55:54,4.454,,,1
02/12/2014 06:55:54,4.48,,,1
02/12/2014 07:55:54,4.454,,,1
02/12/2014 08:55:54,4.48,,,1
02/12/2014 09:55:54,4.454,,,1
02/12/2014 10:55:54,4.48,,,1
02/12/2014 11:55:54,4.454,,,1
02/12/2014 12:55:54,4.48,,,1
02/12/2014 13:55:54,4.454,,,1
02/12/2014 14:55:54,4.454,,,1
02/12/2014 15:55:54,4.454,,,1
02/12/2014 16:55:54,4.454,,,1
02/12/2014 17:55:54,4.454,,,1
02/12/2014 18:55:54,4.454,,,1
02/12/2014 19:55:54,4.454,,,1
02/12/2014 20:55:54,4.454,,,1
02/12/2014 21:55:54,4.454,,,1
02/12/2014 22:55:54,4.454,,,1
02/12/2014 23:55:54,4.454,,,1
02/13/2014 00:55:54,4.454,,,1
02/13/2014 01:55:54,4.454,,,1
02/13/2014 02:55:54,4.454,,,1
02/13/2014 03:55:54,4.454,,,1
02/13/2014 04:55:54,4.454,,,1
02/13/2014 05:55:54,4.454,,,1
02/13/2014 06:55:54,4.454,,,1
02/13/2014 07:55:54,4.454,,,1
02/13/2014 08:55:54,4.454,,,1
02/13/2014 09:55:54,4.454,,,1
02/13/2014 10:55:54,4.454,,,1
02/13/2014 11:55:54,4.454,,,1
02/13/2014 12:55:54,4.454,,,1
02/13/2014 13:55:54,4.454,,,1
02/13/2014 14:55:54,4.454,,,1
02/13/2014 15:55:54,4.454,,,1
02/13/2014 16:55:54,4.454,,,1
02/13/2014 17:55:54,4.454,,,1
02/13/2014 18:55:54,4.454,,,1
02/13/2014 19:55:54,4.454,,,1
02/13/2014 20:55:54,4.454,,,1
02/13/2014 21:55:54,4.454,,,1
02/13/2014 22:55:54,4.454,,,1
02/13/2014 23:55:54,4.454,,,1
02/14/2014 00:55:54,4.454,,,1
02/14/2014 01:55:54,4.454,,,1
02/14/2014 02:55:54,4.454,,,1
02/14/2014 03:55:54,4.454,,,1
02/14/2014 04:55:54,4.454,,,1
02/14/2014 05:55:54,4.454,,,1
02/14/2014 06:55:54,4.454,,,1
02/14/2014 07:55:54,4.454,,,1
02/14/2014 08:55:54,4.454,,,1
02/14/2014 09:55:54,4.454,,,1
02/14/2014 10:55:54,4.454,,,1
02/14/2014 11:55:54,4.454,,,1
02/14/2014 12:55:54,4.454,,,1
02/14/2014 13:55:54,4.454,,,1
02/14/2014 14:55:54,4.454,,,1
02/14/2014 15:55:54,4.48,,,1
02/14/2014 16:55:54,4.48,,,1
02/14/2014 17:55:54,4.48,,,1
02/14/2014 18:55:54,4.48,,,1
02/14/2014 19:55:54,4.48,,,1
02/14/2014 20:55:54,4.48,,,1
02/14/2014 21:55:54,4.48,,,1
02/14/2014 22:55:54,4.48,,,1
02/14/2014 23:55:54,4.48,,,1
02/15/2014 00:55:54,4.48,,,1
02/15/2014 01:55:54,4.48,,,1
02/15/2014 02:55:54,4.48,,,1
02/15/2014 03:55:54,4.48,,,1
02/15/2014 04:55:54,4.48,,,1
02/15/2014 05:55:54,4.48,,,1
02/15/2014 06:55:54,4.48,,,1
02/15/2014 07:55:54,4.48,,,1
02/15/2014 08:55:54,4.48,,,1
02/15/2014 09:55:54,4.48,,,1
02/15/2014 10:55:54,4.48,,,1
02/15/2014 11:55:54,4.48,,,1
02/15/2014 12:55:54,4.48,,,1
02/15/2014 13:55:54,4.48,,,1
02/15/2014 14:55:54,4.48,,,1
02/15/2014 15:55:54,4.48,,,1
02/15/2014 16:55:54,4.48,,,1
02/15/2014 17:55:54,4.48,,,1
02/15/2014 18:55:54,4.48,,,1
02/15/2014 19:55:54,4.48,,,1
02/15/2014 20:55:54,4.48,,,1
02/15/2014 21:55:54,4.48,,,1
02/15/2014 22:55:54,4.48,,,1
02/15/2014 23:55:54,4.506,,,1
02/16/2014 00:55:54,4.506,,,1
02/16/2014 01:55:54,4.506,,,1
02/16/2014 02:55:54,4.48,,,1
02/16/2014 03:55:54,4.506,,,1
02/16/2014 04:55:54,4.506,,,1
02/16/2014 05:55:54,4.506,,,1
02/16/2014 06:55:54,4.506,,,1
02/16/2014 07:55:54,4.506,,,1
02/16/2014 08:55:54,4.506,,,1
02/16/2014 09:55:54,4.506,,,1
02/16/2014 10:55:54,4.506,,,1
02/16/2014 11:55:54,4.506,,,1
02/16/2014 12:55:54,4.506,,,1
02/16/2014 13:55:54,4.506,,,1
02/16/2014 14:55:54,4.506,,,1
02/16/2014 15:55:54,4.506,,,1
02/16/2014 16:55:54,4.506,,,1
02/16/2014 17:55:54,4.506,,,1
02/16/2014 18:55:54,4.506,,,1
02/16/2014 19:55:54,4.506,,,1
02/16/2014 20:55:54,4.506,,,1
02/16/2014 21:55:54,4.506,,,1
02/16/2014 22:55:54,4.532,,,1
02/16/2014 23:55:54,4.506,,,1
02/17/2014 00:55:54,4.532,,,1
02/17/2014 01:55:54,4.506,,,1
02/17/2014 02:55:54,4.532,,,1
02/17/2014 03:55:54,4.532,,,1
02/17/2014 04:55:54,4.532,,,1
02/17/2014 05:55:54,4.532,,,1
02/17/2014 06:55:54,4.532,,,1
02/17/2014 07:55:54,4.532,,,1
02/17/2014 08:55:54,4.532,,,1
02/17/2014 09:55:54,4.532,,,1
02/17/2014 10:55:54,4.532,,,1
02/17/2014 11:55:54,4.558,,,1
02/17/2014 12:55:54,4.558,,,1
02/17/2014 13:55:54,4.532,,,1
02/17/2014 14:55:54,4.558,,,1
02/17/2014 15:55:54,4.532,,,1
02/17/2014 16:55:54,4.532,,,1
02/17/2014 17:55:54,4.532,,,1
02/17/2014 18:55:54,4.532,,,1
02/17/2014 19:55:54,4.532,,,1
02/17/2014 20:55:54,4.532,,,1
02/17/2014 21:55:54,4.532,,,1
02/17/2014 22:55:54,4.532,,,1
02/17/2014 23:55:54,4.532,,,1
02/18/2014 00:55:54,4.532,,,1
02/18/2014 01:55:54,4.532,,,1
02/18/2014 02:55:54,4.532,,,1
02/18/2014 03:55:54,4.558,,,1
02/18/2014 04:55:54,4.558,,,1
02/18/2014 05:55:54,4.558,,,1
02/18/2014 06:55:54,4.558,,,1
02/18/2014 07:55:54,4.558,,,1
02/18/2014 08:55:54,4.558,,,1
02/18/2014 09:55:54,4.558,,,1
02/18/2014 10:55:54,4.558,,,1
02/18/2014 11:55:54,4.558,,,1
02/18/2014 12:55:54,4.558,,,1
02/18/2014 13:55:54,4.558,,,1
02/18/2014 14:55:54,4.558,,,1
02/18/2014 15:55:54,4.558,,,1
02/18/2014 16:55:54,4.558,,,1
02/18/2014 17:55:54,4.558,,,1
02/18/2014 18:55:54,4.558,,,1
02/18/2014 19:55:54,4.558,,,1
02/18/2014 20:55:54,4.558,,,1
02/18/2014 21:55:54,4.558,,,1
02/18/2014 22:55:54,4.558,,,1
02/18/2014 23:55:54,4.558,,,1
02/19/2014 00:55:54,4.558,,,1
02/19/2014 01:55:54,4.584,,,1
02/19/2014 02:55:54,4.584,,,1
02/19/2014 03:55:54,4.584,,,1
02/19/2014 04:55:54,4.584,,,1
02/19/2014 05:55:54,4.584,,,1
02/19/2014 06:55:54,4.584,,,1
02/19/2014 07:55:54,4.584,,,1
02/19/2014 08:55:54,4.584,,,1
02/19/2014 09:55:54,4.584,,,1
02/19/2014 10:55:54,4.584,,,1
02/19/2014 11:55:54,4.584,,,1
02/19/2014 12:55:54,4.584,,,1
02/19/2014 13:55:54,4.584,,,1
02/19/2014 14:55:54,4.584,,,1
02/19/2014 15:55:54,4.584,,,1
02/19/2014 16:55:54,4.584,,,1
02/19/2014 17:55:54,4.584,,,1
02/19/2014 18:55:54,4.584,,,1
02/19/2014 19:55:54,4.584,,,1
02/19/2014 20:55:54,4.584,,,1
02/19/2014 21:55:54,4.584,,,1
02/19/2014 22:55:54,4.584,,,1
02/19/2014 23:55:54,4.584,,,1
02/20/2014 00:55:54,4.584,,,1
02/20/2014 01:55:54,4.584,,,1
